ID,Suburb,WaterView,FloodingZone,LogDistance,LogLand,LogFloor,LogValue2022,,,Leg.Desc,Full Address,Lat,Long,Distance to Coast,Land Area,Floor Area,Value 2022,,,,,
1129,New Brighton,0,0,7.287717947,6.079933195,4.86753445,13.49186642,,,Lot 2 DP 82275,165 B BOWER AV,-43.4967226,172.7100349,1462.23,437,130,"$723,507.67",,,,,
1130,South New Brighton,0,0,5.251330575,6.315358002,5.010635294,13.83135638,,,Lot 2 DP 82277,382 MARINE PD,-43.5234728,172.7360615,190.82,553,150,"$1,015,972.03",,,,,
1131,New Brighton,0,0,5.683205548,5.828945618,4.976733742,13.54890524,,,Lot 2 DP 82376,41 A LONSDALE ST,-43.5040447,172.7273179,293.89,340,145,"$765,975.33",,,,,
1132,Waimairi Beach,0,0,5.27765537,6.165417854,5.030437921,13.85537639,,,Lot 2 DP 82494,5 A BALLANCE ST,-43.4837759,172.7212619,195.91,476,153,"$1,040,671.14",,,,,
1133,New Brighton,0,0,7.249321661,6.259581464,4.997212274,12.85895504,,,Lot 2 DP 82623,182 A PALMERS RD,-43.503652,172.7127626,1407.15,523,148,"$384,214.03",,,,,
1134,Waimairi Beach,0,0,5.402136695,6.120297419,4.934473933,13.58645171,,,Lot 2 DP 82675,8 A NEPTUNE PL,-43.4813293,172.720317,221.88,455,139,"$795,281.73",,,,,
1135,South New Brighton,0,0,5.27882869,6.639875834,5.241747015,13.52639198,,,Lot 2 DP 82677,447 MARINE PD,-43.529012,172.7385779,196.14,765,189,"$748,923.39",,,,,
1136,New Brighton,0,0,4.772462704,6.224558429,5.303304908,14.05889626,,,Lot 2 DP 82759,191 A MARINE PD,-43.5047072,172.7294868,118.21,505,201,"$1,275,560.51",,,,,
1137,New Brighton,0,0,7.437930486,6.240275845,5.429345629,13.57889259,,,Lot 2 DP 82935,51 BLUE GUM PL,-43.4960793,172.7064641,1699.23,513,228,"$789,292.77",,,,,
1138,New Brighton,0,0,7.165609388,6.196444128,4.919980926,13.4296918,,,Lot 2 DP 83034,71 ROOKWOOD AV,-43.495661,172.711602,1294.15,491,137,"$679,893.74",,,,,
1139,Waimairi Beach,0,0,6.357928918,6.606650186,5.616771098,14.25841471,,,Lot 2 DP 83175,16 SEACROFT PL,-43.4798081,172.7161935,577.05,740,275,"$1,557,223.07",,,,,
1140,New Brighton,0,0,7.302563807,6.180016654,5.056245805,13.07162299,,,Lot 2 DP 83226,39 CAITHNESS ST,-43.502208,172.7115186,1484.1,483,157,"$475,262.70",,,,,
1141,South New Brighton,0,0,5.6430766,6.33150185,5.117993812,13.6210951,,,Lot 2 DP 83348,22 A CRADOCK ST,-43.5247298,172.7318286,282.33,562,167,"$823,315.78",,,,,
1142,New Brighton,0,0,7.216929727,6.722629795,5.081404365,13.77524578,,,Lot 2 DP 83527,140 A PALMERS RD,-43.5015856,172.7127754,1362.3,831,161,"$960,535.07",,,,,
1143,New Brighton,0,0,6.295708708,6.708084084,4.700480366,13.16074232,,,Lot 2 DP 9082,23 COLLINGWOOD ST,-43.5098903,172.7265022,542.24,819,110,"$519,562.46",,,,,
1144,North New Brighton,0,0,7.101980703,6.226536669,4.49980967,13.39409118,,,Lot 2 DP 9376,209 BEACH RD,-43.4865625,172.709266,1214.37,506,90,"$656,114.88",,,,,
1145,New Brighton,0,0,7.306424011,6.226536669,4.382026635,12.74824771,,,Lot 2 DP 9986,116 BOWER AV,-43.4993436,172.7105009,1489.84,506,80,"$343,948.67",,,,,
1146,New Brighton,0,0,7.255026143,6.69950034,5.036952602,12.91066453,,,Lot 20 DP 13562,169 BOWER AV,-43.4964602,172.7104986,1415.2,812,154,"$404,604.18",,,,,
1147,Southshore,0,1,4.912066477,6.519147288,5.347107531,13.08043362,,,Lot 20 DP 17976,159 ROCKING HORSE RD,-43.5523104,172.7487936,135.92,678,210,"$479,468.57",,,,,
1148,North New Brighton,0,0,7.28170908,7.166265974,4.86753445,13.51244385,,,Lot 20 DP 18094,47 BEACH RD,-43.4865018,172.7063014,1453.47,1295,130,"$738,549.83",,,,,
1149,New Brighton,0,0,7.323302722,6.481577129,4.700480366,13.49670759,,,Lot 20 DP 18157,68 WILLRYAN AV,-43.4969036,172.7094227,1515.2,653,110,"$727,018.78",,,,,
1150,South New Brighton,0,0,5.226982469,6.476972363,4.634728988,13.52840627,,,Lot 20 DP 18186,27 MALTA CR,-43.5371887,172.7407784,186.23,650,103,"$750,433.46",,,,,
1151,Southshore,0,1,5.40182116,6.472346295,5.247024072,13.7190272,,,Lot 20 DP 19582,197 ROCKING HORSE RD,-43.5554074,172.7500326,221.81,647,190,"$908,025.00",,,,,
1152,South New Brighton,0,0,5.70820601,6.408528791,4.812184355,13.42984808,,,Lot 20 DP 22236,77 BRIDGE ST,-43.523879,172.7303193,301.33,607,123,"$680,000.00",,,,,
1153,New Brighton,0,0,7.171288091,6.580639137,5.257495372,13.87417638,,,Lot 20 DP 22267,6 PALMERS RD,-43.4966709,172.7116416,1301.52,721,192,"$1,060,420.81",,,,,
1154,North New Brighton,0,0,6.290142196,6.408528791,4.718498871,13.3102538,,,Lot 20 DP 25163,80 PACIFIC RD,-43.4907528,172.7192185,539.23,607,112,"$603,350.64",,,,,
1155,North New Brighton,0,0,6.595520917,6.408528791,4.912654886,13.50111469,,,Lot 20 DP 27809,43 ROYALIST AV,-43.4881975,172.715808,731.81,607,136,"$730,229.90",,,,,
1156,North New Brighton,0,0,6.876109801,6.190315406,4.605170186,13.70297159,,,Lot 20 DP 28338,27 WOODGROVE AV,-43.4910279,172.7140696,968.85,488,100,"$893,562.53",,,,,
1157,North New Brighton,0,0,7.045070753,6.838405201,4.644390899,13.10966975,,,"Lot 20 DP 3130, Pt Lot 21 DP 3130",36 MARRIOTTS RD,-43.4932106,172.7125031,1147.19,933,104,"$493,693.30",,,,,
1158,South New Brighton,0,1,4.821893169,6.391917113,4.605170186,13.42276221,,,Lot 20 DP 36514,19 SEAFIELD PL,-43.525639,172.7303332,124.2,597,100,"$675,198.64",,,,,
1159,Southshore,0,0,5.39648709,6.327936784,4.49980967,13.35574205,,,Lot 20 DP 43026,12 PUKEKO PL,-43.5568083,172.7488821,220.63,560,90,"$631,429.80",,,,,
1160,North New Brighton,0,0,7.078189797,6.357842267,5.209486153,12.9406196,,,Lot 20 DP 4701,12 PINEWOOD AV,-43.4871534,172.709937,1185.82,577,183,"$416,907.48",,,,,
1161,Southshore,0,0,5.362136879,6.429719478,4.59511985,13.73695675,,,Lot 20 DP 47780,10 MERMAID PL,-43.5560934,172.7485508,213.18,620,99,"$924,452.32",,,,,
1162,North New Brighton,0,0,4.643621372,6.226536669,3.988984047,13.11491979,,,Lot 20 DP 4906,5 MARINE PD,-43.4867617,172.7234179,103.92,506,54,"$496,292.03",,,,,
1163,South New Brighton,0,0,5.682184236,6.711740395,4.919980926,13.37634391,,,Lot 20 DP 6593,183 PINE AV,-43.5263813,172.7361239,293.59,822,137,"$644,573.35",,,,,
1164,Waimairi Beach,0,0,6.064738243,6.522092798,5.393627546,13.93556055,,,Lot 20 DP 65935,26 ORLANDO CR,-43.4822577,172.7180303,430.41,680,220,"$1,127,553.22",,,,,
1165,North New Brighton,0,0,6.456251468,6.701960366,5.298317367,13.65251041,,,Lot 20 DP 66125,8 MANLY PL,-43.4939082,172.7189623,636.67,814,200,"$849,591.06",,,,,
1166,South New Brighton,0,0,5.199877294,6.416732283,4.521788577,13.64280056,,,Lot 20 DP 6806,532 MARINE PD,-43.53722,172.7423439,181.25,612,92,"$841,381.58",,,,,
1167,North New Brighton,0,0,6.686509925,6.428105273,5.283203729,13.69339312,,,Lot 20 DP 68855,43 SURFERS PL,-43.49368,172.7170555,801.52,619,197,"$885,044.43",,,,,
1168,New Brighton,0,0,7.019618605,6.51174533,4.787491743,13.15004703,,,Lot 20 DP 7105,107 BAKER ST,-43.5025591,172.7160059,1118.36,673,120,"$514,035.20",,,,,
1169,Waimairi Beach,1,0,5.211178709,6.694562059,5.627621114,14.1653986,,,Lot 20 DP 72426,14 COCKLE LA,-43.483425,172.7212962,183.31,808,278,"$1,418,908.68",,,,,
1170,New Brighton,0,0,6.154072223,6.867974409,5.204006687,13.64255254,,,Lot 20 DP 872,150 SHAW AV,-43.5045313,172.7250898,470.63,961,182,"$841,172.92",,,,,
1171,Waimairi Beach,0,0,6.034763472,6.620073207,5.327876169,14.01474258,,,Lot 206 DP 68510,51 ORLANDO CR,-43.4804781,172.7175972,417.7,750,206,"$1,220,465.10",,,,,
1172,Waimairi Beach,0,0,6.088636629,6.625392368,5.135798437,13.6760321,,,Lot 207 DP 68510,53 ORLANDO CR,-43.4802983,172.7172582,440.82,754,170,"$869,811.76",,,,,
1173,Waimairi Beach,0,0,6.139884552,6.688354714,5.298317367,13.70690949,,,Lot 208 DP 68510,55 ORLANDO CR,-43.4802018,172.7169489,464,803,200,"$897,088.22",,,,,
1174,North New Brighton,0,0,7.28170908,7.052721049,4.744932128,13.36532817,,,Lot 21 DP 18094,43 BEACH RD,-43.4865018,172.7063014,1453.47,1156,115,"$637,511.87",,,,,
1175,New Brighton,0,0,7.303102709,6.49677499,4.605170186,13.25272995,,,Lot 21 DP 18157,66 WILLRYAN AV,-43.4970439,172.7093921,1484.9,663,100,"$569,622.96",,,,,
1176,Southshore,0,1,5.391579997,6.472346295,4.787491743,13.52639198,,,Lot 21 DP 19582,199 ROCKING HORSE RD,-43.5555436,172.7500753,219.55,647,120,"$748,923.39",,,,,
1177,South New Brighton,0,1,5.312516086,6.408528791,4.804021045,13.55580524,,,Lot 21 DP 20237,16 MALTA CR,-43.5366255,172.7396614,202.86,607,122,"$771,278.83",,,,,
1178,South New Brighton,0,0,5.662786854,6.408528791,4.709530201,13.36237967,,,Lot 21 DP 22236,79 BRIDGE ST,-43.5239227,172.73011,287.95,607,111,"$635,634.93",,,,,
1179,North New Brighton,0,0,6.261090841,6.408528791,4.787491743,13.44229041,,,Lot 21 DP 25163,78 PACIFIC RD,-43.4906842,172.7193847,523.79,607,120,"$688,513.64",,,,,
1180,New Brighton,0,0,7.210944,6.756932389,4.605170186,12.74824771,,,Lot 21 DP 28075,10 B THURSO PL,-43.5002638,172.7126256,1354.17,860,100,"$343,948.67",,,,,
1181,North New Brighton,0,0,5.224186317,6.66440902,4.700480366,12.90790698,,,Lot 21 DP 29518,5 EROS PL,-43.4881691,172.7230862,185.71,784,110,"$403,490.00",,,,,
1182,South New Brighton,0,1,4.758663507,6.483107351,4.605170186,13.35649294,,,Lot 21 DP 36515,17 SEAFIELD PL,-43.5257917,172.7304713,116.59,654,100,"$631,904.11",,,,,
1183,North New Brighton,0,0,7.080489356,6.357842267,4.49980967,13.24286792,,,Lot 21 DP 4701,10 PINEWOOD AV,-43.4870644,172.7098522,1188.55,577,90,"$564,032.93",,,,,
1184,Southshore,0,0,5.415166633,6.363028104,4.624972813,13.56527081,,,Lot 21 DP 47780,8 MERMAID PL,-43.5560473,172.7487579,224.79,580,102,"$778,614.09",,,,,
1185,North New Brighton,1,0,4.609361391,6.226536669,5.153291594,13.74691255,,,Lot 21 DP 4906,4 MARINE PD,-43.4866763,172.7233852,100.42,506,173,"$933,701.95",,,,,
1186,New Brighton,0,0,7.224418317,6.658011046,4.941642423,13.27710591,,,Lot 21 DP 6099,182 BOWER AV,-43.4969812,172.7108706,1372.54,779,140,"$583,678.68",,,,,
1187,Waimairi Beach,0,0,6.056034318,6.606650186,5.480638923,13.91334274,,,Lot 21 DP 65935,28 ORLANDO CR,-43.4820868,172.717991,426.68,740,240,"$1,102,777.70",,,,,
1188,North New Brighton,0,0,6.452411665,6.413458957,5.075173815,13.66334469,,,Lot 21 DP 66125,6 MANLY PL,-43.4941706,172.7191431,634.23,610,160,"$858,845.81",,,,,
1189,South New Brighton,0,0,5.235058027,6.416732283,4.709530201,13.57522114,,,Lot 21 DP 6806,533 MARINE PD,-43.537328,172.7423837,187.74,612,111,"$786,400.23",,,,,
1190,North New Brighton,0,0,6.709267754,6.432940093,5.225746674,13.58483874,,,Lot 21 DP 68855,45 SURFERS PL,-43.4937215,172.7168263,819.97,622,186,"$794,000.00",,,,,
1191,Waimairi Beach,0,0,5.261445892,6.410174882,5.209486153,13.86174752,,,Lot 21 DP 72426,16 COCKLE LA,-43.4834464,172.7211826,192.76,608,183,"$1,047,322.56",,,,,
1192,New Brighton,0,0,7.443136921,6.687108608,5.38907173,13.78953106,,,Lot 21 DP 73813,48 BLUE GUM PL,-43.4954282,172.7059561,1708.1,802,219,"$974,355.07",,,,,
1193,Waimairi Beach,0,0,6.118273394,6.601230119,5.135798437,13.81518358,,,Lot 210 DP 68510,59 ORLANDO CR,-43.480131,172.7170604,454.08,736,170,"$999,673.08",,,,,
1194,Waimairi Beach,0,0,6.073528288,6.532334292,5.572154032,14.10368684,,,Lot 211 DP 68510,61 ORLANDO CR,-43.4801954,172.7173194,434.21,687,263,"$1,333,992.45",,,,,
1195,Waimairi Beach,0,0,5.997297502,6.476972363,5.298317367,13.77181323,,,Lot 212 DP 68510,63 ORLANDO CR,-43.4802797,172.7177363,402.34,650,200,"$957,243.64",,,,,
1196,Waimairi Beach,0,0,5.96776082,6.478509642,5.192956851,13.70250143,,,Lot 213 DP 68510,65 ORLANDO CR,-43.4801354,172.7178517,390.63,651,180,"$893,142.50",,,,,
1197,Waimairi Beach,0,0,5.941433614,6.666956792,5.598421959,13.80075548,,,Lot 214 DP 73817,67 ORLANDO CR,-43.4800066,172.7179567,380.48,786,270,"$985,353.25",,,,,
1198,Waimairi Beach,0,0,5.940907823,6.650279049,5.393627546,13.89750144,,,Lot 215 DP 73817,21 EASTWOOD RI,-43.4796945,172.7179346,380.28,773,220,"$1,085,445.91",,,,,
1199,Waimairi Beach,0,0,5.970598354,6.476972363,5.075173815,13.84055726,,,Lot 216 DP 73817,25 EASTWOOD RI,-43.4795479,172.7177948,391.74,650,160,"$1,025,363.00",,,,,
1200,Southshore,0,1,4.490095978,6.456769656,5.147494477,13.62748192,,,Lot 22 DP 16205,48 ROCKING HORSE RD,-43.542144,172.743734,89.13,637,172,"$828,590.98",,,,,
1201,New Brighton,0,0,7.074692434,6.507277712,4.605170186,13.26905776,,,Lot 22 DP 17041,130 BAKER ST,-43.5035197,172.7154625,1181.68,670,100,"$579,000.00",,,,,
1202,New Brighton,0,0,7.309031626,6.49677499,4.890349128,13.70458793,,,Lot 22 DP 18157,64 WILLRYAN AV,-43.4971872,172.7093572,1493.73,663,133,"$895,007.99",,,,,
1203,South New Brighton,0,1,5.113853517,6.408528791,4.941642423,13.40027792,,,Lot 22 DP 18186,422 PINE AV,-43.5375209,172.7411736,166.31,607,140,"$660,186.68",,,,,
1204,South New Brighton,0,0,5.560181506,6.807934944,4.700480366,12.64597097,,,Lot 22 DP 22236,81 BRIDGE ST,-43.5242213,172.730103,259.87,905,110,"$310,509.87",,,,,
1205,New Brighton,0,0,7.149437915,6.580639137,4.804021045,12.79834725,,,Lot 22 DP 22267,10 PALMERS RD,-43.4966863,172.7120336,1273.39,721,122,"$361,619.29",,,,,
1206,North New Brighton,0,0,6.243720199,6.408528791,4.700480366,13.43468526,,,Lot 22 DP 26939,12 MONOWAI CR,-43.4891508,172.7190566,514.77,607,110,"$683,297.25",,,,,
1207,North New Brighton,0,0,6.647649462,6.838405201,4.65396035,12.49899879,,,Lot 22 DP 27809,47 ROYALIST AV,-43.4879968,172.7153416,770.97,933,105,"$268,068.76",,,,,
1208,North New Brighton,0,0,6.745377516,6.408528791,4.795790546,13.33951148,,,Lot 22 DP 28828,72 PEGASUS AV,-43.4902364,172.7151659,850.12,607,121,"$621,264.05",,,,,
1209,New Brighton,0,0,7.133918267,6.580639137,4.615120517,13.47069282,,,Lot 22 DP 29296,46 CASTLETOWN PL,-43.4980755,172.7128817,1253.78,721,101,"$708,349.45",,,,,
1210,North New Brighton,0,0,7.08522341,6.356107661,4.709530201,13.61870301,,,Lot 22 DP 4701,8 PINEWOOD AV,-43.4869486,172.7097165,1194.19,576,111,"$821,348.69",,,,,
1211,Southshore,0,0,5.486331026,6.320768294,5.010635294,13.71764827,,,Lot 22 DP 47780,6 MERMAID PL,-43.5560408,172.7489964,241.37,556,150,"$906,773.77",,,,,
1212,North New Brighton,0,0,5.955552355,7.090909822,5.030437921,13.74582786,,,Lot 22 DP 6009,63 CYGNET ST,-43.4937339,172.7222952,385.89,1201,153,"$932,689.72",,,,,
1213,North New Brighton,0,0,6.03899201,6.289715571,4.060443011,13.00509506,,,Lot 22 DP 6059,61 EFFINGHAM ST,-43.4919446,172.7211351,419.47,539,58,"$444,673.27",,,,,
1214,Waimairi Beach,0,0,6.118977867,6.620073207,5.480638923,13.97211419,,,Lot 22 DP 65935,35 ORLANDO CR,-43.4821148,172.7176419,454.4,750,240,"$1,169,531.96",,,,,
1215,South New Brighton,0,0,5.78160734,6.562444094,5.010635294,13.68255695,,,Lot 22 DP 6797,284 PINE AV,-43.5310555,172.7376562,324.28,708,150,"$875,505.70",,,,,
1216,North New Brighton,0,0,6.733544739,6.563855527,5.356586275,13.7457914,,,Lot 22 DP 68855,47 SURFERS PL,-43.493878,172.7166608,840.12,709,212,"$932,655.71",,,,,
1217,New Brighton,0,0,7.480653887,6.777646594,5.438079309,13.4016385,,,Lot 22 DP 73813,38 BLUE GUM PL,-43.49529,172.7052858,1773.4,878,230,"$661,085.53",,,,,
1218,Waimairi Beach,0,0,6.241619971,6.510258341,5.283203729,13.69749991,,,Lot 220 DP 73817,17 PRIMULA PL,-43.4796118,172.7170013,513.69,672,197,"$888,686.59",,,,,
1219,Waimairi Beach,0,0,6.272726052,6.599870499,5.220355825,13.82908252,,,Lot 221 DP 73817,21 PRIMULA PL,-43.4796844,172.7168203,529.92,735,185,"$1,013,664.48",,,,,
1220,Waimairi Beach,0,0,6.24711401,6.483107351,5.598421959,13.65599004,,,Lot 222 DP 73817,16 PRIMULA PL,-43.4795236,172.7168444,516.52,654,270,"$852,552.48",,,,,
1221,Waimairi Beach,0,0,6.233527983,6.593044534,5.886104031,14.26822957,,,Lot 223 DP 73817,12 PRIMULA PL,-43.4794138,172.7168283,509.55,730,360,"$1,572,582.24",,,,,
1222,Waimairi Beach,0,0,6.206273462,6.396929655,5.308267697,13.51440547,,,Lot 224 DP 73817,10 PRIMULA PL,-43.479324,172.7169458,495.85,600,202,"$740,000.00",,,,,
1223,Waimairi Beach,0,0,6.170718905,6.551080335,5.192956851,13.89180991,,,Lot 225 DP 73817,6 PRIMULA PL,-43.4792782,172.7171736,478.53,700,180,"$1,079,285.62",,,,,
1224,Waimairi Beach,0,0,6.119241917,6.152732695,5.087596335,13.80767285,,,Lot 227 DP 81361,33 EASTWOOD RI,-43.4788902,172.7171263,454.52,470,162,"$992,192.93",,,,,
1225,Waimairi Beach,0,0,6.206979071,6.817830571,5.680172609,14.24763682,,,Lot 228 DP 81361,37 EASTWOOD RI,-43.4789735,172.7165756,496.2,914,293,"$1,540,529.61",,,,,
1226,Waimairi Beach,0,0,6.197177057,6.548219103,5.690359454,14.36687462,,,Lot 229 DP 81361,39 EASTWOOD RI,-43.4788798,172.7165614,491.36,698,296,"$1,735,618.89",,,,,
1227,New Brighton,0,0,7.314306464,6.481577129,4.828313737,13.72722924,,,Lot 23 DP 18157,62 WILLRYAN AV,-43.4973211,172.7093309,1501.63,653,125,"$915,503.29",,,,,
1228,South New Brighton,0,1,5.023880521,6.408528791,4.382026635,13.17762036,,,Lot 23 DP 18186,424 PINE AV,-43.5376656,172.7412289,152,607,80,"$528,406.08",,,,,
1229,South New Brighton,0,0,5.409232427,6.408528791,5.087596335,13.35446838,,,Lot 23 DP 20237,12 MALTA CR,-43.536342,172.7395339,223.46,607,162,"$630,626.08",,,,,
1230,South New Brighton,0,0,5.5719639,6.413458957,4.820281566,13.44121816,,,Lot 23 DP 22236,83 BRIDGE ST,-43.5239763,172.7298276,262.95,610,124,"$687,775.78",,,,,
1231,North New Brighton,0,0,6.200326602,6.408528791,4.787491743,13.65463502,,,Lot 23 DP 25163,74 PACIFIC RD,-43.4905467,172.7197171,492.91,607,120,"$851,398.03",,,,,
1232,North New Brighton,0,0,6.434482311,6.429719478,4.727387819,13.47352509,,,Lot 23 DP 26186,131 EFFINGHAM ST,-43.4870442,172.7170078,622.96,620,113,"$710,358.53",,,,,
1233,North New Brighton,0,0,6.261281739,6.522092798,4.787491743,13.48586824,,,Lot 23 DP 26939,10 MONOWAI CR,-43.4892878,172.7190322,523.89,680,120,"$719,180.92",,,,,
1234,North New Brighton,0,0,6.741783336,6.408528791,4.736198448,13.44807934,,,Lot 23 DP 28828,70 PEGASUS AV,-43.4901059,172.7151241,847.07,607,114,"$692,510.96",,,,,
1235,North New Brighton,0,0,6.847856644,6.298949247,4.644390899,13.26692234,,,Lot 23 DP 36288,24 INVERELL PL,-43.4893944,172.7136466,941.86,544,104,"$577,764.91",,,,,
1236,South New Brighton,0,1,4.694919478,6.342121419,4.605170186,13.27078338,,,Lot 23 DP 36515,11 SEAFIELD PL,-43.526104,172.7308201,109.39,568,100,"$580,000.00",,,,,
1237,Southshore,0,0,5.599310453,6.327936784,4.65396035,11.65268741,,,Lot 23 DP 43026,6 PUKEKO PL,-43.5566634,172.7494629,270.24,560,105,"$115,000.00",,,,,
1238,North New Brighton,0,0,7.098540914,6.357842267,4.382026635,13.35278236,,,Lot 23 DP 4701,6 PINEWOOD AV,-43.4870005,172.7095319,1210.2,577,80,"$629,563.73",,,,,
1239,Southshore,0,1,5.574546605,6.49677499,5.347107531,13.46802542,,,Lot 23 DP 47780,4 MERMAID PL,-43.5560236,172.7493139,263.63,663,210,"$706,462.52",,,,,
1240,North New Brighton,0,0,5.913800259,6.683360946,4.663439094,13.25015109,,,Lot 23 DP 6009,55 CYGNET ST,-43.4936609,172.7224626,370.11,799,106,"$568,155.87",,,,,
1241,North New Brighton,0,0,5.979948491,6.289715571,4.33073334,13.0457329,,,Lot 23 DP 6059,59 A EFFINGHAM ST,-43.4918328,172.7213902,395.42,539,76,"$463,116.03",,,,,
1242,South New Brighton,1,0,5.127351094,6.284134161,4.605170186,13.03284868,,,Lot 23 DP 6593,424 MARINE PD,-43.5269686,172.7378844,168.57,536,100,"$457,187.42",,,,,
1243,North New Brighton,0,0,6.374411344,6.464588304,5.010635294,13.64132806,,,Lot 23 DP 66125,23 SEA EAGLES PL,-43.494137,172.7197693,586.64,642,150,"$840,143.56",,,,,
1244,South New Brighton,0,0,5.79331844,6.562444094,4.532599493,12.82214016,,,Lot 23 DP 6797,286 PINE AV,-43.5311795,172.7377198,328.1,708,93,"$370,326.44",,,,,
1245,South New Brighton,0,0,5.307078872,6.416732283,4.859812404,13.43087614,,,Lot 23 DP 6806,535 MARINE PD,-43.5375431,172.7424746,201.76,612,129,"$680,699.44",,,,,
1246,New Brighton,0,0,7.469243598,6.770789424,3.17805383,13.73544558,,,Lot 23 DP 73813,34 BLUE GUM PL,-43.495269,172.7055468,1753.28,872,24,"$923,056.37",,,,,
1247,Waimairi Beach,0,0,6.139669012,6.354370041,5.236441963,13.8799989,,,Lot 230 DP 81361,41 EASTWOOD RI,-43.4786792,172.7167878,463.9,575,188,"$1,066,613.14",,,,,
1248,Waimairi Beach,0,0,6.145943744,6.8134446,5.924255797,14.14050293,,,Lot 231 DP 81361,43 EASTWOOD RI,-43.4785305,172.7166237,466.82,910,374,"$1,384,020.09",,,,,
1249,Waimairi Beach,0,0,6.122229617,6.522092798,5.298317367,13.78634951,,,Lot 234 DP 81361,49 EASTWOOD RI,-43.4779951,172.7164178,455.88,680,200,"$971,260.03",,,,,
1250,Waimairi Beach,0,0,6.116620337,6.510258341,5.717027701,13.9552725,,,Lot 235 DP 81361,51 EASTWOOD RI,-43.4778255,172.7163629,453.33,672,304,"$1,150,000.00",,,,,
1251,Waimairi Beach,0,0,6.108336056,6.466144724,5.541263545,14.19559038,,,Lot 237 DP 342327,55 EASTWOOD RI,-43.4774893,172.7162682,449.59,643,255,"$1,462,401.32",,,,,
1252,Waimairi Beach,0,0,6.109269805,6.556778356,5.365976015,14.03586601,,,Lot 239 DP 342327,59 EASTWOOD RI,-43.4771428,172.7161593,450.01,704,214,"$1,246,519.73",,,,,
1253,North New Brighton,0,0,6.506501292,6.756932389,5.159055299,13.35153605,,,Lot 24 DP 1292,109 LEAVER TC,-43.4958905,172.719468,669.48,860,174,"$628,779.58",,,,,
1254,New Brighton,0,0,7.319301857,6.49677499,4.248495242,13.20091664,,,Lot 24 DP 18157,60 WILLRYAN AV,-43.4974582,172.7093132,1509.15,663,70,"$540,860.48",,,,,
1255,South New Brighton,0,1,4.928340051,6.408528791,4.290459441,13.55580524,,,Lot 24 DP 18186,426 PINE AV,-43.5378108,172.7412833,138.15,607,73,"$771,278.83",,,,,
1256,Southshore,0,1,4.591476859,6.230481448,5.075173815,13.64417502,,,Lot 24 DP 19427,146 ROCKING HORSE RD,-43.5511575,172.7478801,98.64,508,160,"$842,538.82",,,,,
1257,South New Brighton,0,0,5.468777184,6.424869024,4.983606622,12.80985246,,,Lot 24 DP 20237,10 MALTA CR,-43.5362008,172.7394863,237.17,617,146,"$365,803.82",,,,,
1258,North New Brighton,0,0,6.838265856,6.774223886,4.700480366,13.44735575,,,Lot 24 DP 20970,130 BEACH RD,-43.4861888,172.7127758,932.87,875,110,"$692,010.05",,,,,
1259,North New Brighton,0,0,6.909473801,6.771935556,4.700480366,13.44121816,,,Lot 24 DP 21247,35 LEVERETT PL,-43.4943574,172.7147448,1001.72,873,110,"$687,775.78",,,,,
1260,New Brighton,0,0,7.111797557,6.733401892,5.017279837,12.9406196,,,Lot 24 DP 22267,20 PALMERS RD,-43.4966918,172.712681,1226.35,840,151,"$416,907.48",,,,,
1261,North New Brighton,0,0,6.418658531,6.424869024,4.700480366,13.40027277,,,Lot 24 DP 26186,133 EFFINGHAM ST,-43.4867969,172.7169948,613.18,617,110,"$660,183.28",,,,,
1262,North New Brighton,0,0,6.231012802,6.747586527,4.700480366,13.39325193,,,Lot 24 DP 26939,8 MONOWAI CR,-43.4893498,172.7193073,508.27,852,110,"$655,564.47",,,,,
1263,North New Brighton,0,0,6.596190266,6.413458957,4.736198448,13.46246966,,,Lot 24 DP 27809,51 ROYALIST AV,-43.487853,172.715778,732.3,610,114,"$702,548.46",,,,,
1264,North New Brighton,0,0,6.737725863,6.408528791,4.820281566,13.23863656,,,Lot 24 DP 28828,68 PEGASUS AV,-43.4899696,172.7150874,843.64,607,124,"$561,651.35",,,,,
1265,Southshore,0,0,5.532479984,6.327936784,4.532599493,13.57780731,,,Lot 24 DP 43026,4 PUKEKO PL,-43.5566096,172.7496504,252.77,560,93,"$788,436.63",,,,,
1266,North New Brighton,0,0,6.010384432,6.289715571,4.564348191,13.29533993,,,Lot 24 DP 6059,59 EFFINGHAM ST,-43.4918879,172.7212593,407.64,539,96,"$594,419.11",,,,,
1267,South New Brighton,1,0,5.163241925,6.293419279,5.043425117,13.69120321,,,Lot 24 DP 6593,425 MARINE PD,-43.5270858,172.7379342,174.73,541,155,"$883,108.37",,,,,
1268,Waimairi Beach,0,0,6.131400387,6.606650186,5.513428746,14.04826567,,,Lot 24 DP 65935,31 ORLANDO CR,-43.4824696,172.7177547,460.08,740,248,"$1,262,072.37",,,,,
1269,New Brighton,0,0,7.448654136,6.587550015,5.351858133,13.82967288,,,Lot 24 DP 73813,30 BLUE GUM PL,-43.4952603,172.7060301,1717.55,726,211,"$1,014,263.08",,,,,
1271,Waimairi Beach,0,0,6.154157212,6.684611728,5.509388337,14.16667227,,,Lot 241 DP 342327,63 EASTWOOD RI,-43.4768301,172.7161085,470.67,800,247,"$1,420,717.05",,,,,
